vin	Ix(U1:SOURCE)
1.690000000000001e+00	1.270454e-08
1.700000000000001e+00	1.269473e-08
1.710000000000001e+00	1.268490e-08
1.720000000000001e+00	1.267506e-08
1.730000000000001e+00	1.266522e-08
1.740000000000001e+00	1.265537e-08
1.750000000000001e+00	1.264551e-08
1.760000000000001e+00	1.263564e-08
1.770000000000001e+00	1.262576e-08
1.780000000000001e+00	1.261587e-08
1.790000000000001e+00	1.260597e-08
1.800000000000001e+00	1.259606e-08
1.810000000000001e+00	1.258615e-08
1.820000000000001e+00	1.257622e-08
1.830000000000001e+00	1.256629e-08
1.840000000000001e+00	1.255634e-08
1.850000000000001e+00	1.254639e-08
1.860000000000001e+00	1.253643e-08
1.870000000000001e+00	1.252646e-08
1.880000000000001e+00	1.251648e-08
1.890000000000001e+00	1.250649e-08
1.900000000000001e+00	1.249649e-08
1.910000000000001e+00	1.248648e-08
1.920000000000001e+00	1.247646e-08
1.930000000000001e+00	1.246643e-08
1.940000000000002e+00	1.245640e-08
1.950000000000002e+00	1.244635e-08
1.960000000000002e+00	1.243630e-08
1.970000000000002e+00	1.242623e-08
1.980000000000002e+00	1.241615e-08
1.990000000000002e+00	1.240607e-08
2.000000000000001e+00	1.239598e-08
2.010000000000001e+00	1.238587e-08
2.020000000000001e+00	1.237576e-08
2.030000000000001e+00	1.236563e-08
2.040000000000000e+00	1.235550e-08
2.050000000000000e+00	1.234536e-08
2.060000000000000e+00	1.233520e-08
2.070000000000000e+00	1.232504e-08
2.080000000000000e+00	1.231487e-08
2.089999999999999e+00	1.230468e-08
2.099999999999999e+00	1.229449e-08
2.109999999999999e+00	1.228429e-08
2.119999999999999e+00	1.227408e-08
2.129999999999999e+00	1.226385e-08
2.139999999999998e+00	1.225362e-08
2.149999999999998e+00	1.224337e-08
2.159999999999998e+00	1.223312e-08
2.169999999999998e+00	1.222286e-08
2.179999999999997e+00	1.221258e-08
2.189999999999997e+00	1.220230e-08
2.199999999999997e+00	1.219200e-08
2.209999999999997e+00	1.218170e-08
2.219999999999997e+00	1.217138e-08
2.229999999999996e+00	1.216106e-08
