vout	I(Iout)
3.700000000000003e-002	1.708068e-008
3.710000000000004e-002	1.702701e-008
3.720000000000004e-002	1.697353e-008
3.730000000000004e-002	1.692023e-008
3.740000000000004e-002	1.686712e-008
3.750000000000005e-002	1.681420e-008
3.760000000000005e-002	1.676146e-008
3.770000000000005e-002	1.670890e-008
3.780000000000006e-002	1.665653e-008
3.790000000000006e-002	1.660434e-008
3.800000000000006e-002	1.655233e-008
3.810000000000006e-002	1.650050e-008
3.820000000000007e-002	1.644886e-008
3.830000000000007e-002	1.639739e-008
3.840000000000007e-002	1.634611e-008
3.850000000000008e-002	1.629500e-008
3.860000000000008e-002	1.624407e-008
3.870000000000008e-002	1.619332e-008
3.880000000000008e-002	1.614275e-008
3.890000000000009e-002	1.609235e-008
3.900000000000009e-002	1.604213e-008
3.910000000000009e-002	1.599208e-008
3.920000000000010e-002	1.594221e-008
3.930000000000010e-002	1.589252e-008
3.940000000000010e-002	1.584299e-008
3.950000000000010e-002	1.579365e-008
3.960000000000011e-002	1.574447e-008
3.970000000000011e-002	1.569547e-008
3.980000000000011e-002	1.564663e-008
3.990000000000012e-002	1.559797e-008
4.000000000000012e-002	1.554948e-008
4.010000000000012e-002	1.550116e-008
4.020000000000013e-002	1.545301e-008
4.030000000000013e-002	1.540503e-008
4.040000000000013e-002	1.535722e-008
4.050000000000013e-002	1.530957e-008
4.060000000000014e-002	1.526209e-008
4.070000000000014e-002	1.521478e-008
4.080000000000014e-002	1.516763e-008
4.090000000000015e-002	1.512065e-008
4.100000000000015e-002	1.507383e-008
4.110000000000015e-002	1.502718e-008
4.120000000000015e-002	1.498070e-008
4.130000000000016e-002	1.493437e-008
4.140000000000016e-002	1.488821e-008
4.150000000000016e-002	1.484221e-008
4.160000000000017e-002	1.479637e-008
4.170000000000017e-002	1.475070e-008
4.180000000000017e-002	1.470518e-008
4.190000000000017e-002	1.465983e-008
4.200000000000018e-002	1.461463e-008
4.210000000000018e-002	1.456959e-008
4.220000000000018e-002	1.452472e-008
4.230000000000019e-002	1.448000e-008
4.240000000000019e-002	1.443543e-008
4.250000000000019e-002	1.439103e-008
4.260000000000019e-002	1.434678e-008
4.270000000000020e-002	1.430269e-008
4.280000000000020e-002	1.425875e-008
4.290000000000020e-002	1.421497e-008
4.300000000000021e-002	1.417134e-008
4.310000000000021e-002	1.412786e-008
4.320000000000021e-002	1.408454e-008
4.330000000000021e-002	1.404137e-008
4.340000000000022e-002	1.399836e-008
4.350000000000022e-002	1.395549e-008
4.360000000000022e-002	1.391278e-008
4.370000000000023e-002	1.387022e-008
4.380000000000023e-002	1.382781e-008
4.390000000000023e-002	1.378555e-008
4.400000000000023e-002	1.374344e-008
4.410000000000024e-002	1.370147e-008
4.420000000000024e-002	1.365966e-008
4.430000000000024e-002	1.361799e-008
4.440000000000025e-002	1.357647e-008
4.450000000000025e-002	1.353510e-008
4.460000000000025e-002	1.349387e-008
4.470000000000025e-002	1.345279e-008
4.480000000000026e-002	1.341186e-008
4.490000000000026e-002	1.337107e-008
4.500000000000026e-002	1.333042e-008
4.510000000000027e-002	1.328992e-008
4.520000000000027e-002	1.324956e-008
4.530000000000027e-002	1.320934e-008
4.540000000000027e-002	1.316927e-008
4.550000000000028e-002	1.312934e-008
4.560000000000028e-002	1.308955e-008
4.570000000000028e-002	1.304990e-008
4.580000000000029e-002	1.301040e-008
4.590000000000029e-002	1.297103e-008
4.600000000000029e-002	1.293180e-008
4.610000000000029e-002	1.289271e-008
4.620000000000030e-002	1.285376e-008
4.630000000000030e-002	1.281495e-008
4.640000000000030e-002	1.277628e-008
4.650000000000031e-002	1.273774e-008
4.660000000000031e-002	1.269934e-008
4.670000000000031e-002	1.266107e-008
4.680000000000031e-002	1.262295e-008
4.690000000000032e-002	1.258496e-008
4.700000000000032e-002	1.254710e-008
4.710000000000032e-002	1.250938e-008
4.720000000000033e-002	1.247179e-008
4.730000000000033e-002	1.243433e-008
4.740000000000033e-002	1.239701e-008
4.750000000000033e-002	1.235982e-008
4.760000000000034e-002	1.232277e-008
4.770000000000034e-002	1.228584e-008
4.780000000000034e-002	1.224905e-008
4.790000000000035e-002	1.221238e-008
4.800000000000035e-002	1.217585e-008
4.810000000000035e-002	1.213945e-008
4.820000000000035e-002	1.210318e-008
4.830000000000036e-002	1.206703e-008
4.840000000000036e-002	1.203102e-008
4.850000000000036e-002	1.199513e-008
4.860000000000037e-002	1.195938e-008
4.870000000000037e-002	1.192374e-008
4.880000000000037e-002	1.188824e-008
4.890000000000037e-002	1.185286e-008
4.900000000000038e-002	1.181761e-008
4.910000000000038e-002	1.178249e-008
4.920000000000038e-002	1.174749e-008
4.930000000000039e-002	1.171261e-008
4.940000000000039e-002	1.167786e-008
4.950000000000039e-002	1.164323e-008
4.960000000000039e-002	1.160873e-008
4.970000000000040e-002	1.157435e-008
4.980000000000040e-002	1.154009e-008
4.990000000000040e-002	1.150596e-008
5.000000000000041e-002	1.147194e-008
5.010000000000041e-002	1.143805e-008
5.020000000000041e-002	1.140428e-008
5.030000000000041e-002	1.137063e-008
5.040000000000042e-002	1.133710e-008
5.050000000000042e-002	1.130369e-008
5.060000000000042e-002	1.127040e-008
5.070000000000043e-002	1.123723e-008
5.080000000000043e-002	1.120417e-008
5.090000000000043e-002	1.117124e-008
5.100000000000043e-002	1.113842e-008
5.110000000000044e-002	1.110572e-008
5.120000000000044e-002	1.107314e-008
5.130000000000044e-002	1.104067e-008
5.140000000000045e-002	1.100832e-008
5.150000000000045e-002	1.097608e-008
5.160000000000045e-002	1.094397e-008
5.170000000000045e-002	1.091196e-008
5.180000000000046e-002	1.088007e-008
5.190000000000046e-002	1.084830e-008
5.200000000000046e-002	1.081663e-008
5.210000000000047e-002	1.078509e-008
5.220000000000047e-002	1.075365e-008
5.230000000000047e-002	1.072233e-008
5.240000000000047e-002	1.069112e-008
5.250000000000048e-002	1.066002e-008
5.260000000000048e-002	1.062903e-008
5.270000000000048e-002	1.059815e-008
5.280000000000049e-002	1.056739e-008
5.290000000000049e-002	1.053673e-008
5.300000000000049e-002	1.050619e-008
5.310000000000049e-002	1.047575e-008
5.320000000000050e-002	1.044542e-008
5.330000000000050e-002	1.041520e-008
5.340000000000050e-002	1.038509e-008
5.350000000000051e-002	1.035509e-008
5.360000000000051e-002	1.032520e-008
5.370000000000051e-002	1.029541e-008
5.380000000000051e-002	1.026573e-008
5.390000000000052e-002	1.023616e-008
5.400000000000052e-002	1.020669e-008
5.410000000000052e-002	1.017733e-008
5.420000000000053e-002	1.014807e-008
5.430000000000053e-002	1.011892e-008
5.440000000000053e-002	1.008987e-008
5.450000000000053e-002	1.006093e-008
5.460000000000054e-002	1.003209e-008
5.470000000000054e-002	1.000336e-008
5.480000000000054e-002	9.974726e-009
5.490000000000055e-002	9.946198e-009
5.500000000000055e-002	9.917771e-009
5.510000000000055e-002	9.889447e-009
5.520000000000055e-002	9.861225e-009
5.530000000000056e-002	9.833104e-009
5.540000000000056e-002	9.805084e-009
5.550000000000056e-002	9.777165e-009
5.560000000000057e-002	9.749346e-009
5.570000000000057e-002	9.721627e-009
5.580000000000057e-002	9.694008e-009
5.590000000000057e-002	9.666488e-009
5.600000000000058e-002	9.639067e-009
5.610000000000058e-002	9.611745e-009
5.620000000000058e-002	9.584522e-009
5.630000000000059e-002	9.557396e-009
5.640000000000059e-002	9.530368e-009
5.650000000000059e-002	9.503436e-009
5.660000000000059e-002	9.476602e-009
5.670000000000060e-002	9.449864e-009
5.680000000000060e-002	9.423223e-009
5.690000000000060e-002	9.396677e-009
5.700000000000061e-002	9.370227e-009
5.710000000000061e-002	9.343873e-009
5.720000000000061e-002	9.317613e-009
5.730000000000061e-002	9.291448e-009
5.740000000000062e-002	9.265377e-009
5.750000000000062e-002	9.239399e-009
5.760000000000062e-002	9.213516e-009
5.770000000000063e-002	9.187725e-009
5.780000000000063e-002	9.162028e-009
5.790000000000063e-002	9.136423e-009
5.800000000000063e-002	9.110910e-009
5.810000000000064e-002	9.085490e-009
5.820000000000064e-002	9.060161e-009
5.830000000000064e-002	9.034923e-009
5.840000000000065e-002	9.009776e-009
5.850000000000065e-002	8.984720e-009
5.860000000000065e-002	8.959754e-009
5.870000000000065e-002	8.934878e-009
5.880000000000066e-002	8.910091e-009
5.890000000000066e-002	8.885395e-009
5.900000000000066e-002	8.860787e-009
5.910000000000067e-002	8.836268e-009
5.920000000000067e-002	8.811837e-009
5.930000000000067e-002	8.787494e-009
5.940000000000067e-002	8.763240e-009
5.950000000000068e-002	8.739073e-009
5.960000000000068e-002	8.714992e-009
5.970000000000068e-002	8.690999e-009
5.980000000000069e-002	8.667092e-009
5.990000000000069e-002	8.643272e-009
6.000000000000069e-002	8.619537e-009
6.010000000000070e-002	8.595888e-009
6.020000000000070e-002	8.572325e-009
6.030000000000070e-002	8.548846e-009
6.040000000000070e-002	8.525452e-009
6.050000000000071e-002	8.502143e-009
6.060000000000071e-002	8.478918e-009
6.070000000000071e-002	8.455777e-009
6.080000000000072e-002	8.432719e-009
6.090000000000072e-002	8.409744e-009
6.100000000000072e-002	8.386853e-009
6.110000000000072e-002	8.364044e-009
6.120000000000073e-002	8.341317e-009
6.130000000000073e-002	8.318672e-009
6.140000000000073e-002	8.296110e-009
6.150000000000074e-002	8.273628e-009
6.160000000000074e-002	8.251228e-009
6.170000000000074e-002	8.228909e-009
6.180000000000074e-002	8.206670e-009
6.190000000000075e-002	8.184512e-009
6.200000000000075e-002	8.162433e-009
6.210000000000075e-002	8.140435e-009
6.220000000000076e-002	8.118516e-009
6.230000000000076e-002	8.096676e-009
6.240000000000076e-002	8.074915e-009
6.250000000000076e-002	8.053233e-009
6.260000000000077e-002	8.031629e-009
6.270000000000077e-002	8.010103e-009
6.280000000000077e-002	7.988655e-009
6.290000000000078e-002	7.967284e-009
