time	V(v1)	V(vout)
1.906659643429161e-006	2.500000e+000	2.500121e+000
1.911502500572013e-006	2.500000e+000	2.500141e+000
1.916345357714865e-006	2.500000e+000	2.500158e+000
1.921188214857717e-006	2.500000e+000	2.500171e+000
1.926031072000569e-006	2.500000e+000	2.500181e+000
1.928559643429135e-006	2.500000e+000	2.500185e+000
1.931088214857701e-006	2.500000e+000	2.500188e+000
1.933616786286268e-006	2.500000e+000	2.500189e+000
1.936145357714834e-006	2.500000e+000	2.500190e+000
1.938673929143400e-006	2.500000e+000	2.500190e+000
1.941202500571966e-006	2.500000e+000	2.500189e+000
1.943731072000533e-006	2.500000e+000	2.500187e+000
1.943831072000532e-006	2.500000e+000	2.500187e+000
1.949888214857663e-006	2.500000e+000	2.500177e+000
1.955945357714793e-006	2.500000e+000	2.500164e+000
1.962002500571924e-006	2.500000e+000	2.500147e+000
1.968059643429055e-006	2.500000e+000	2.500126e+000
1.974116786286185e-006	2.500000e+000	2.500102e+000
1.980173929143315e-006	2.500000e+000	2.500075e+000
1.986231072000446e-006	2.500000e+000	2.500044e+000
1.988173929143299e-006	2.500000e+000	2.500034e+000
1.990116786286152e-006	2.500000e+000	2.500024e+000
1.992059643429005e-006	2.500000e+000	2.500014e+000
1.994002500571858e-006	2.500000e+000	2.500003e+000
1.995945357714712e-006	2.500000e+000	2.499993e+000
1.997888214857565e-006	2.500000e+000	2.499983e+000
1.999831072000418e-006	2.500000e+000	2.499973e+000
1.999931072000418e-006	2.500000e+000	2.499972e+000
2.000000000000000e-006	2.500000e+000	2.499972e+000
