Freq.	V(vout)
9.99999999999995e+001	(-6.80434179286330e-004dB,-4.06600127469819e-004°)
1.02329299228075e+002	(-6.80433879858482e-004dB,-4.16071061116766e-004°)
1.04712854805089e+002	(-6.80433566318526e-004dB,-4.25762601149217e-004°)
1.07151930523760e+002	(-6.80433238002950e-004dB,-4.35679886150091e-004°)
1.09647819614318e+002	(-6.80432894213529e-004dB,-4.45828174395289e-004°)
1.12201845430196e+002	(-6.80432534221172e-004dB,-4.56212846641694e-004°)
1.14815362149688e+002	(-6.80432157265931e-004dB,-4.66839408980114e-004°)
1.17489755493952e+002	(-6.80431762542529e-004dB,-4.77713495754720e-004°)
1.20226443461741e+002	(-6.80431349219650e-004dB,-4.88840872550410e-004°)
1.23026877081237e+002	(-6.80430916412937e-004dB,-5.00227439249807e-004°)
1.25892541179416e+002	(-6.80430463210065e-004dB,-5.11879233161486e-004°)
1.28824955169313e+002	(-6.80429988649524e-004dB,-5.23802432220991e-004°)
1.31825673855640e+002	(-6.80429491724477e-004dB,-5.36003358266499e-004°)
1.34896288259165e+002	(-6.80428971380832e-004dB,-5.48488480390720e-004°)
1.38038426460288e+002	(-6.80428426511453e-004dB,-5.61264418370891e-004°)
1.41253754462275e+002	(-6.80427855961952e-004dB,-5.74337946178702e-004°)
1.44543977074592e+002	(-6.80427258526823e-004dB,-5.87715995571911e-004°)
1.47910838816820e+002	(-6.80426632934019e-004dB,-6.01405659769687e-004°)
1.51356124843620e+002	(-6.80425977858452e-004dB,-6.15414197213498e-004°)
1.54881661891247e+002	(-6.80425291905592e-004dB,-6.29749035415657e-004°)
1.58489319246110e+002	(-6.80424573628838e-004dB,-6.44417774897477e-004°)
1.62181009735892e+002	(-6.80423821501537e-004dB,-6.59428193219184e-004°)
1.65958690743755e+002	(-6.80423033924711e-004dB,-6.74788249103665e-004°)
1.69824365246173e+002	(-6.80422209229942e-004dB,-6.90506086656317e-004°)
1.73780082874936e+002	(-6.80421345674553e-004dB,-7.06590039683131e-004°)
1.77827941003891e+002	(-6.80420441420393e-004dB,-7.23048636109397e-004°)
1.81970085860997e+002	(-6.80419494543478e-004dB,-7.39890602501334e-004°)
1.86208713666286e+002	(-6.80418503046528e-004dB,-7.57124868693051e-004°)
1.90546071796323e+002	(-6.80417464818467e-004dB,-7.74760572521213e-004°)
1.94984459975803e+002	(-6.80416377663347e-004dB,-7.92807064670108e-004°)
1.99526231496887e+002	(-6.80415239274318e-004dB,-8.11273913629457e-004°)
2.04173794466952e+002	(-6.80414047227834e-004dB,-8.30170910767776e-004°)
2.08929613085403e+002	(-6.80412799004875e-004dB,-8.49508075523905e-004°)
2.13796208950222e+002	(-6.80411491954297e-004dB,-8.69295660719431e-004°)
2.18776162394954e+002	(-6.80410123307299e-004dB,-8.89544157994899e-004°)
2.23872113856832e+002	(-6.80408690157170e-004dB,-9.10264303372593e-004°)
2.29086765276776e+002	(-6.80407189460255e-004dB,-9.31467082948935e-004°)
2.34422881531991e+002	(-6.80405618044632e-004dB,-9.53163738719468e-004°)
2.39883291901947e+002	(-6.80403972567679e-004dB,-9.75365774539515e-004°)
2.45470891568501e+002	(-6.80402249538259e-004dB,-9.98084962223683e-004°)
