vin	Ix(U1:SOURCE)
2.679999999999987e+00	4.005033e-05
2.689999999999987e+00	4.040840e-05
2.699999999999986e+00	4.076768e-05
2.709999999999986e+00	4.112815e-05
2.719999999999986e+00	4.148983e-05
2.729999999999986e+00	4.185269e-05
2.739999999999986e+00	4.221674e-05
2.749999999999985e+00	4.258198e-05
2.759999999999985e+00	4.294838e-05
2.769999999999985e+00	4.331597e-05
2.779999999999985e+00	4.368472e-05
2.789999999999984e+00	4.405463e-05
2.799999999999984e+00	4.442570e-05
2.809999999999984e+00	4.479793e-05
2.819999999999984e+00	4.517131e-05
2.829999999999984e+00	4.554583e-05
2.839999999999983e+00	4.592149e-05
2.849999999999983e+00	4.629829e-05
2.859999999999983e+00	4.667622e-05
2.869999999999983e+00	4.705528e-05
2.879999999999983e+00	4.743547e-05
2.889999999999982e+00	4.781677e-05
2.899999999999982e+00	4.819918e-05
2.909999999999982e+00	4.858271e-05
2.919999999999982e+00	4.896735e-05
2.929999999999982e+00	4.935308e-05
2.939999999999981e+00	4.973992e-05
2.949999999999981e+00	5.012784e-05
2.959999999999981e+00	5.051686e-05
2.969999999999981e+00	5.090696e-05
2.979999999999980e+00	5.129814e-05
2.989999999999980e+00	5.169040e-05
2.999999999999980e+00	5.208372e-05
3.009999999999980e+00	5.247812e-05
3.019999999999980e+00	5.287358e-05
3.029999999999979e+00	5.327011e-05
3.039999999999979e+00	5.366769e-05
3.049999999999979e+00	5.406631e-05
3.059999999999979e+00	5.446599e-05
3.069999999999979e+00	5.486671e-05
3.079999999999978e+00	5.526847e-05
3.089999999999978e+00	5.567127e-05
3.099999999999978e+00	5.607509e-05
3.109999999999978e+00	5.647994e-05
3.119999999999977e+00	5.688582e-05
3.129999999999977e+00	5.729272e-05
3.139999999999977e+00	5.770063e-05
3.149999999999977e+00	5.810956e-05
3.159999999999977e+00	5.851949e-05
3.169999999999976e+00	5.893043e-05
3.179999999999976e+00	5.934236e-05
3.189999999999976e+00	5.975529e-05
3.199999999999976e+00	6.016922e-05
3.209999999999976e+00	6.058413e-05
3.219999999999975e+00	6.100002e-05
3.229999999999975e+00	6.141690e-05
3.239999999999975e+00	6.183476e-05
3.249999999999975e+00	6.225359e-05
3.259999999999974e+00	6.267338e-05
3.269999999999974e+00	6.309415e-05
3.279999999999974e+00	6.351587e-05
3.289999999999974e+00	6.393855e-05
3.299999999999974e+00	6.436220e-05
3.309999999999973e+00	6.478679e-05
3.319999999999973e+00	6.521232e-05
3.329999999999973e+00	6.563880e-05
3.339999999999973e+00	6.606622e-05
3.349999999999973e+00	6.649457e-05
3.359999999999972e+00	6.692386e-05
3.369999999999972e+00	6.735408e-05
3.379999999999972e+00	6.778522e-05
3.389999999999972e+00	6.821728e-05
3.399999999999971e+00	6.865027e-05
3.409999999999971e+00	6.908416e-05
3.419999999999971e+00	6.951897e-05
3.429999999999971e+00	6.995469e-05
3.439999999999971e+00	7.039131e-05
3.449999999999970e+00	7.082884e-05
3.459999999999970e+00	7.126725e-05
3.469999999999970e+00	7.170656e-05
3.479999999999970e+00	7.214677e-05
3.489999999999970e+00	7.258786e-05
3.499999999999969e+00	7.302983e-05
3.509999999999969e+00	7.347268e-05
3.519999999999969e+00	7.391641e-05
3.529999999999969e+00	7.436101e-05
3.539999999999969e+00	7.480648e-05
3.549999999999968e+00	7.525282e-05
3.559999999999968e+00	7.570002e-05
3.569999999999968e+00	7.614809e-05
3.579999999999968e+00	7.659701e-05
3.589999999999967e+00	7.704678e-05
3.599999999999967e+00	7.749740e-05
3.609999999999967e+00	7.794887e-05
3.619999999999967e+00	7.840118e-05
3.629999999999967e+00	7.885433e-05
3.639999999999966e+00	7.930832e-05
3.649999999999966e+00	7.976314e-05
3.659999999999966e+00	8.021880e-05
3.669999999999966e+00	8.067528e-05
3.679999999999966e+00	8.113258e-05
3.689999999999965e+00	8.159071e-05
3.699999999999965e+00	8.204965e-05
3.709999999999965e+00	8.250941e-05
3.719999999999965e+00	8.296998e-05
3.729999999999964e+00	8.343135e-05
3.739999999999964e+00	8.389354e-05
3.749999999999964e+00	8.435653e-05
3.759999999999964e+00	8.482031e-05
3.769999999999964e+00	8.528489e-05
3.779999999999963e+00	8.575026e-05
3.789999999999963e+00	8.621642e-05
3.799999999999963e+00	8.668337e-05
3.809999999999963e+00	8.715111e-05
3.819999999999963e+00	8.761962e-05
3.829999999999962e+00	8.808891e-05
3.839999999999962e+00	8.855898e-05
3.849999999999962e+00	8.902982e-05
3.859999999999962e+00	8.950142e-05
3.869999999999961e+00	8.997379e-05
3.879999999999961e+00	9.044693e-05
3.889999999999961e+00	9.092082e-05
3.899999999999961e+00	9.139548e-05
3.909999999999961e+00	9.187088e-05
3.919999999999960e+00	9.234704e-05
3.929999999999960e+00	9.282395e-05
3.939999999999960e+00	9.330160e-05
3.949999999999960e+00	9.377999e-05
3.959999999999960e+00	9.425912e-05
3.969999999999959e+00	9.473899e-05
3.979999999999959e+00	9.521959e-05
3.989999999999959e+00	9.570093e-05
3.999999999999959e+00	9.618299e-05
4.009999999999959e+00	9.666578e-05
4.019999999999959e+00	9.714929e-05
4.029999999999959e+00	9.763352e-05
4.039999999999958e+00	9.811847e-05
4.049999999999958e+00	9.860413e-05
4.059999999999958e+00	9.909051e-05
4.069999999999958e+00	9.957759e-05
4.079999999999957e+00	1.000654e-04
4.089999999999957e+00	1.005539e-04
4.099999999999957e+00	1.010431e-04
4.109999999999957e+00	1.015330e-04
4.119999999999957e+00	1.020235e-04
4.129999999999956e+00	1.025148e-04
4.139999999999956e+00	1.030068e-04
4.149999999999956e+00	1.034994e-04
4.159999999999956e+00	1.039928e-04
4.169999999999956e+00	1.044868e-04
4.179999999999955e+00	1.049815e-04
4.189999999999955e+00	1.054769e-04
4.199999999999955e+00	1.059729e-04
4.209999999999955e+00	1.064697e-04
4.219999999999954e+00	1.069671e-04
4.229999999999954e+00	1.074651e-04
4.239999999999954e+00	1.079639e-04
4.249999999999954e+00	1.084632e-04
4.259999999999954e+00	1.089633e-04
4.269999999999953e+00	1.094640e-04
4.279999999999953e+00	1.099653e-04
4.289999999999953e+00	1.104673e-04
4.299999999999953e+00	1.109700e-04
4.309999999999953e+00	1.114733e-04
4.319999999999952e+00	1.119772e-04
4.329999999999952e+00	1.124818e-04
4.339999999999952e+00	1.129870e-04
4.349999999999952e+00	1.134929e-04
4.359999999999951e+00	1.139994e-04
4.369999999999951e+00	1.145065e-04
4.379999999999951e+00	1.150143e-04
4.389999999999951e+00	1.155226e-04
4.399999999999951e+00	1.160317e-04
4.409999999999950e+00	1.165413e-04
4.419999999999950e+00	1.170515e-04
