time	V(vin)	V(vout)
3.370367857143596e-03	2.500000e+00	2.571117e+00
3.377675000000759e-03	2.500000e+00	2.560900e+00
3.377725000000759e-03	2.500000e+00	2.560832e+00
3.383117857143631e-03	2.500000e+00	2.553942e+00
3.388510714286503e-03	2.500000e+00	2.547613e+00
3.393903571429375e-03	2.500000e+00	2.541844e+00
3.399296428572247e-03	2.500000e+00	2.536636e+00
3.404689285715118e-03	2.500000e+00	2.531989e+00
3.410082142857991e-03	2.500000e+00	2.527902e+00
3.415475000000862e-03	2.500000e+00	2.524376e+00
3.417389285715153e-03	2.500000e+00	2.523172e+00
3.419303571429444e-03	2.500000e+00	2.522010e+00
3.421217857143735e-03	2.500000e+00	2.520889e+00
3.423132142858026e-03	2.500000e+00	2.519811e+00
3.425046428572317e-03	2.500000e+00	2.518774e+00
3.426960714286608e-03	2.500000e+00	2.517780e+00
3.428875000000899e-03	2.500000e+00	2.516827e+00
3.428925000000899e-03	2.500000e+00	2.516803e+00
3.435017857143773e-03	2.500000e+00	2.514077e+00
3.441110714286647e-03	2.500000e+00	2.511595e+00
3.447203571429521e-03	2.500000e+00	2.509357e+00
3.453296428572394e-03	2.500000e+00	2.507364e+00
3.459389285715268e-03	2.500000e+00	2.505615e+00
3.465482142858142e-03	2.500000e+00	2.504110e+00
3.471575000001016e-03	2.500000e+00	2.502850e+00
3.480125000001039e-03	2.500000e+00	2.501239e+00
3.487432142858202e-03	2.500000e+00	2.500113e+00
3.494739285715365e-03	2.500000e+00	2.499102e+00
3.502046428572528e-03	2.500000e+00	2.498205e+00
3.509353571429691e-03	2.500000e+00	2.497423e+00
3.516660714286854e-03	2.500000e+00	2.496755e+00
3.523967857144016e-03	2.500000e+00	2.496201e+00
3.531275000001179e-03	2.500000e+00	2.495762e+00
3.531325000001179e-03	2.500000e+00	2.495759e+00
3.538632142858342e-03	2.500000e+00	2.495363e+00
3.545939285715505e-03	2.500000e+00	2.495007e+00
3.553246428572668e-03	2.500000e+00	2.494691e+00
3.560553571429831e-03	2.500000e+00	2.494416e+00
