Freq.	V,vout
6.02559586074344e+007	,-4.93647084469406e+001,1.72424572762243e+002
6.16595001861468e+007	,-4.97997307564435e+001,1.72180346280756e+002
6.30957344480179e+007	,-5.02362851615291e+001,1.71929542717540e+002
6.45654229034641e+007	,-5.06744616187323e+001,1.71671817724153e+002
6.60693448007581e+007	,-5.11143547579928e+001,1.71406804205301e+002
6.76082975391967e+007	,-5.15560642104537e+001,1.71134110101994e+002
6.91830970918921e+007	,-5.19996949597726e+001,1.70853315924484e+002
7.07945784384122e+007	,-5.24453577189487e+001,1.70563972001352e+002
7.24435960074974e+007	,-5.28931693348204e+001,1.70265595405980e+002
7.41310241300901e+007	,-5.33432532225358e+001,1.69957666515691e+002
7.58577575029167e+007	,-5.37957398324520e+001,1.69639625151872e+002
7.76247116628674e+007	,-5.42507671520496e+001,1.69310866241132e+002
7.94328234724264e+007	,-5.47084812455768e+001,1.68970734927903e+002
8.12830516164081e+007	,-5.51690368342177e+001,1.68618521057427e+002
8.31763771102652e+007	,-5.56325979196230e+001,1.68253452934518e+002
8.51138038202357e+007	,-5.60993384536021e+001,1.67874690247444e+002
8.70963589956061e+007	,-5.65694430566308e+001,1.67481316027132e+002
8.91250938133725e+007	,-5.70431077875274e+001,1.67072327489103e+002
9.12010839355889e+007	,-5.75205409661297e+001,1.66646625578324e+002
9.33254300796970e+007	,-5.80019640499745e+001,1.66203003004526e+002
9.54992586021414e+007	,-5.84876125647274e+001,1.65740130516416e+002
9.77237220955788e+007	,-5.89777370862576e+001,1.65256541116085e+002
1.00000000000000e+008	,-5.94726042695908e+001,1.64750611858283e+002
